comment,label
sheep dont come in multiple you swedish freak :) greetings from your brother 🇩🇰,Sarcastic
dad jokes always gets me 😂,Supportive
24:40 i didn’t play minecraft for a while...,Normal
18 naked cowboys in the showers at ram ranch.,Negative normal
mr sark rolling deep in the live chat hahah,Normal
"that's right! we got svenlina...",Supportive
"that's right! we got svenlina...",Supportive
"az told me engaging in game commentary can improve critical thinking...",Normal
20:00,Normal
seeing the creeper on pewds' webcam...,Supportive
i can’t wait for his son play minecraft with him,Supportive
scare pewdiepie season 2… soon,Suggestive
"""this stream has been blessed by marzia's cake.""",Sarcastic
"petition: like if pewds should remaster...",Suggestive
"i've always been a builder and construction worker...",Supportive
bro said eighteeeeeeen lmao iykyk,Normal
3:42 i remember i had to do my brother’s birthday cake 🎂 😮,Normal
i can't believe he's been uploading for 13 years now...,Supportive
even if pewds felt like playing for just a month...,Supportive
i miss papa pewds,Supportive
the holes are woooow,Supportive
i am her to sup pewds. fk the haters,Supportive
18:56 lovely listening to the swedish national anthem,Supportive
losse my diamonds and cry more then svenline impossible,Sarcastic
felix with his old minecraft world vs new world...,Normal
"""my hole looks so beautiful..."" felix, 2024",Sarcastic
10:09 the rise of pewbies.,Sarcastic
not even the n word can dethrown pewdiepie,Negative normal
"its been 13 years, put the fries in the bag",Sarcastic
mrbeast 🇺🇸or pewdiepie🇺🇸,Normal
shaders looks like shit,Negative normal
what shaders is he using pls,Normal
haha,Supportive
you should play the game avatar pandora,Suggestive
24:30 your so lucky,Supporive
20:03 bro has ptsd,Sarcastic
17:10 so true,Supportive
play more horror games!!!,Suggestive
pillar men theme hits hard,Supportive
❤❤,Supportive
what are his headphones they are so sick,Supportive
what happened to those nighttime sting ray things...,Normal
"enough with the mrbeast drama...",Supportive
guess we 19 year old gangs be turning 29...,Normal
you can actually drown a fish...,Normal
union bank of india name sai kumar...,Negative normal
"“this stream is blessed by marzia’s cake.”...",Sarcastic
felix we(at least i) do not think the shader s a good idea,Suggestive
2:25 18 what? 18 what,Normal
totally impressed by this.,Supportive
my mom: you can't watch an old man playing minecraft...,Supportive
temo,Normal
gracias desde argentina! 🇦🇷,Supportive
you should make a series cooking with marzia,Suggestive
"hey pewdiepie! i'm getting married...",Suggestive
свинина?,Normal
the love and kindness in these comments is inspiring.,Supportive
it’s incredible to see such kindness and love.,Supportive
europe will save gaming ❤,Supportive
how did i miss that pewds is gaming again 😁👍,Supportive
who else thinks the thumbnail is on point?,Supportive
europe will save gaming❤,Supportive
"helo guys, please support me❤😊",Suggestive
спасибо от всей души! 🇺🇿,Supportive
17:33 pewds mixes swedish accent with japanese,Normal
"dear strangers, please pray for my health...",Suggestive
💜💜,Supportive
takk fyrir frábært myndband! 🇮🇸,Supportive
test,Normal
make a mace. you will be overpowerd,Suggestive
i havent watched his videos in about 10 years...,Normal
love you pewds,Supportive
broski still rocking the good ol 3080 ti,Normal
reading through these comments is truly uplifting.,Supportive
so can we call svenlina sven au?,Normal
24:41 xd,Normal
hey pewds i hope you see this...,Negative normal
this video is so relatable.,Supportive
"deep breaths. pewds is playing minecraft again...",Supportive
how do you manage lighting...,Suggestive
such a captivating upload.,Supportive
"pewdiepie imma be in japan...",Suggestive
we love how he always speaks in caveman mode...,Supportive
another minecraft sesh?,Normal
12:58 he was genuinely scared,Normal
build or be scared.,Suggestive
takk fyrir frábært myndband! 🇮🇸,Supportive
felix got 16 diamonds and full gold armor...,Supportive
im scared,Normal
24:40 xd,Normal
why is the quality shit,Negative normal
you're son is björntiful.,Supportive
what was everyone's favorite part...,Normal
we need pewd and the horror games...,Suggestive
let me in your live now...,Suggestive
pewdiepie the best youtuber ever,Supportive
i will never understand why people give money...,Negative normal
pewds minecraft gameplay reboot e3,Normal
what is the sigma?,Normal
looking rich in dat golden armor,Supportive
12:21 caseoh moment,Normal
does anyone know what happens next?,Normal
videos forty five twenty four...,Normal
the brofist!!!...,Supportive
what shaders are these? 16:54,Normal
this video was exactly what i needed...,Supportive
i was hoping polar bears would chase him....,Sarcastic
why does watching him play this make me so nervous 😂,Normal
love from russia felix :d,Supportive
i've been watching since well ...,Supportive
i believe you and sven!!,Supportive
guess what pewdiepie,Normal
my channel made for kids,Normal
i need an edit of him kiling the sheep...,Suggestive
he should connect all the trees...,Suggestive
the best youtuber,Supportive
0 sheep playthrough,Normal
24:40 warrior cry😂😂😂,Sarcastic
what the f***,Negative normal
just had a great sandwich.,Normal
"11:40 editor missed the chance...",Sarcastic
pewdiepie minecraft arc goes crazy hard,Supportive
create an animal farm for food,Suggestive
🇮🇱☹️,Normal
bro has diamonds before he had a home,Normal
hebat👍,Supportive
so heartwarming to read all these positive messages.,Supportive
does sive still edit these 😂,Normal
english or spanish,Normal
"in the end times there will be a great falling away...",Negative normal
bitrate of the capture is very low,Negative normal
🇨🇳😗,Normal
18:56,Normal
i love how it went to classic very fast...,Supportive
31:23 fuck my bed died😂,Sarcastic
dude really made me watch the whole thing...,Negative normal
rest in peace to yandereworshipper69.,Normal
that dbz sound when the dog teleported...,Supportive
“i’m on a side quest” 😎,Supportive
9:30 immense fist of power,Normal
18:26 i love the swedish anthem...,Supportive
"minecraft is truly timeless...",Supportive
we've finally come full circle...,Supportive
t-series part -2?,Sarcastic
pewds had rage from 28 days later...,Sarcastic
😂😂😂😂,Supportive
👊,Supportive
"chat, does anyone know what he’s live on?",Normal
the personality shines through...,Supportive
"10:07 ah, felix, you're back...",Sarcastic
"23:35 ""swedish man started climate change""",Sarcastic
bad word fuck,Negative normal
still at zero death grind💪,Supportive
edgar is old now 😭,Supportive
i challenge you pewds to play rlcraft,Suggestive
"10:54 wtf editor...",Sarcastic
"""ahhhhhhh"" ""that was a warrior scream""",Sarcastic
sheeps make brains!,Sarcastic
scary 😮😮,Normal
i can’t wait in 6 years when bjiorn grows up...,Supportive
i’m always rhyming words exactly like you...,Supportive
hearing felix say water sheep made my blood boil...,Sarcastic
pewdiepie casually making the new gold armor trend.,Supportive
this episode was caotic,Normal
stop going live when im sleeping 😭,Sarcastic
water sheep,Normal
"don't kill the polar bears, you monster!!",Sarcastic
lmao,Normal
18:06 🤨,Normal
javla vitta in 2024😂,Sarcastic
book review!,Normal
shaders are so annoying to look at...,Negative normal
17:09 true😂. thats how i feel😂,Normal
1:50 raaaaahhhhhhh i love jojos...,Supportive
wow det är pewdiepie...,Supportive
part 3 of series 3 let’s go,Supportive
sive is linking to pedo shadman...,Negative personal attack
"sven is such a cool name...",Supportive
bangladesh government is killing students...,Negative political
