comment,label
"what an amazing story. i don’t understand the equations, but it’s incredible and interesting",Supportive
where is the next vedio？,Suggestive
this video was a big disappointment.,Negative normal
"it creates inner joy , dont know why.",Supportive
"after watching this video i started chatting with ""gemini""...",Normal
"now when we think of stretching are we talking about a weaker influence ...",Normal
i think you are wrong. conservation is conserved.,Negative normal
the x y is dependent on a constant...,Normal
"einstein developed his string theory and field theory...",Normal
these videos always need to be paired with a gemini session,Suggestive
gr guarantees local conservation of energy and momentum...,Normal
noether is pronounced nerta. now you know.,Normal
"there is a contradiction in the video - ""an obect loses it energy and slows down""...",Negative normal
to have constant 1g obviously you need to accelerate proportionally continuously.,Normal
"space is not a perfect vaccum, i.e. friction and other micro forces...",Normal
"you really need to remove the ""phallic"" presentation of that asteroid!",Negative normal
"the biggest misconception? well.. to you, maybe...",Negative normal
"i'm sorry for being dim here but has the continuation of this video been posted?",Normal
"it's bloody obvious where the rock's energy went...",Negative normal
"please, the term? general- not really specific theory...",Negative normal
"if this postulation is true, then surely it applies to every single photon ever emitted...",Normal
its amazing how much math they get into these videos...,Supportive
another unknown woman that made remarkable contributions to science,Supportive
please describe name of the second video,Normal
"almost nothing is as important as the conservation of knowledge...",Normal
the energy goes into virtual particles and quark fluctuations,Normal
"clickbait title, photons redshift saved u 28 mins",Negative normal
"how do you explain comets or the earth revolving around the sun?",Negative normal
"this does not make sense. if the universe expand it does not mean it does not conserve time.",Negative normal
i have the feeling that this content is more about creating impressions than educating,Negative normal
too many formulas in this video. try explaining it without these.,Suggestive
sometimes i forget how stupid i really am...,Supportive
"greetings from göttingen: the student body is currently trying to get our university renamed...",Supportive
"but, it is. so, wrong",Negative normal
so where does the universe get the energy to expand?,Normal
"when you are a astronaut in a further complete empty and infinite universe...",Normal
0:26 friction ? no matter how small. even in the vacuum of space.,Normal
what if the leaking energy was fueling the acceleration of the expansion of the universe? 🤔,Suggestive
"the only conservation is of angular momentum...",Negative normal
my brainrot is so bad i thought that the noise of him right the equation was a minecraft silver fish 12:45,Normal
love the content!!,Supportive
"so the (kinda)famous ""belief"" that einstein ""believed"" in the existence of ghosts...",Sarcastic
"25:24 energy at the quantume level does not coserv as well...",Normal
interesting choice of thumbnail....,Normal
"the rock stops because kinetic energy is lost by pushing through gravitational fields...",Negative normal
"does this mean that at some point in the stretched universe e=mc^2 doesn’t hold?",Normal
thanks to einstein we have ai now,Normal
"noether was infact, her.",Normal
"so all we need in space to achive gravity efffect on a space ship...",Normal
"what if our universe is in a bubble that is moving...",Normal
if energy cannot be created or destroyed then it can be recycled.,Normal
she was just absolutely awesome 😮,Supportive
"10:06 ""animation by scienceclic"" wow, congratulations alessandro roussel!",Supportive
a genius even einstein recognized! her work is just as important as general theory of relativity,Supportive
"you delete comments you dont like? i just merely said that...",Negative normal
could the energy being lost not be used to accelerate the expansion of the universe ?,Normal
thumbnail looks like an onyx shlonging,Sarcastic
"hmm wait, i have 2 cent : 1. if universe expanded/move...",Normal
6:00,Normal
where is the next video ?,Normal
entendi nada mas achei interessante,Normal
"the conservation still applies: over time, the energy turns into (the fabric of) expansion.",Normal
imagining a vector as every perceivable action or state in the universe instead of an abstract arrow is a bit mindblowing,Supportive
the biggest misconception is people thinking that physics isn't just pure philosophy...,Sarcastic
people still looking for the theory of everything...,Sarcastic
if the rock stops... then light stops. what happens to light that stops?,Suggestive
"how is it that everything in the universe is moving away from each other faster...",Normal
"if a photon loses energy, then there is no big bang or expansion.",Negative normal
"if the universe is speeding up and expanding, through conservation of energy...",Normal
"would the energy not be conserved in the frame of the expansion energy of the universe.",Normal
this is akin to compressibility in an incompressible fluid.,Normal
"so if i get sucked into a black hole, do i turn into a bunch of microwaves",Sarcastic
5:43 of course einstein loved trains.,Sarcastic
"21:41 pueden ser micro fugas que lejos de negar el mantenimiento...",Normal
"in this universe space expand, in the counterpart space contract...",Normal
if we are falling into a black hole...,Normal
"banks might not like this: offering seniors aged 60 and above...",Negative normal
imagine the size of the balls to say einstein was wrong.,Sarcastic
if you were to go 777 raised to the power of 777...,Normal
so... where did the space rock's energy go?,Normal
awesome video but where's part 2?,Supportive
18:34 tomüoorrow,Normal
"i’ve never understood this until now, amazing job!",Supportive
°📍。,Normal
"21:50 - wrong illustration - the pipe has no leaks but it expands...",Normal
lawrence krauss in shambles,Sarcastic
"i watch every single one of your videos, they're all so well-written.👍",Supportive
"hang on. if the universe is completely empty, what (there is nothing in this universe) exactly is conserving energy?",Suggestive
great video as always vertasium but can you change the thumbnail? i can’t unsee it after my wife mentioned it’s shape.,Suggestive
"so as for like taking the experiment and doing it in different places and getting the same result, that's not true...",Normal
"so basically, to say that, you know, a particle or something you throw in outer space could go on forever...",Normal
is the energy that seems lost over time exchanged for the energy expanding the universe ?,Suggestive
"no more producer, please... 😢",Negative normal
shes a legend.,Supportive
before i read the title i knew from the thumbnail that were screwed. 😁,Normal
is the second video out yet? about theory of everything and origin of universe and stuff,Normal
i don’t believe the rock stops.,Negative normal
engagement text,Normal
stay with physics. you do much better in physics than you do with origin of life.,Negative normal
noether didn't get the recognition she deserves,Supportive
"actually henri poincaré came up with the equation e=mc2 before einstein...",Normal
theory bro.,Normal
great video. thanks! -nils,Supportive
"as usual, scientists arguing about theories but unable to 'actually' prove anything...",Negative normal
"so, orbits eventually collapse?",Normal
its all make believe,Negative normal
harvard universoty huh?? thd ruthless racist piece of shts.. all of them.,Negative personal attack
"lost me at the galaxies constantly floating away from us part...",Negative normal
another group of spineless men attempting to attribute achievement to women in the past where none existed.,Negative personal attack
if momentum conservation is due to symmetry of the universe then how does an external impulsive force change it?,Normal
vacuum of space: 1 atom/m^2 -- that's still causing friction as an object moves through space.,Normal
"just to be clear: for any physical system we can measure, energy is conserved to the precision of our observations.",Normal
